Name,Genus Authority Author,Genus Authority Date,Strata
,"Huaxiagnathus: Hwang, M.A. Norell, Ji Q. & Gao K-Q, 2004",,
,"Huaxiaosaurus: Zhao X, Wang K. & Li D-J, 2011 [PSS → Shantungosaurus]",,
,"""Huaxiasaurus"": Rey, 2002 [nomen nudum → Huaxiagnathus]",,
,"Huayangosaurus: Dong Z-M, Tang Z. & Zhou S, 1982",,
,"Hudiesaurus: Dong Z-M, 1997",,
,"Huehuecanauhtlus: A.A. Ramírez-Velasco. M. Benammi, A. Prieto-Márquez, J.A. Ortega & R. Hernández-Rivera, 2012",,
,"Huinculsaurus: M.A. Baiano, R.A. Coria & A. Cau, 2020",,
,"Hulsanpes: H. Osmólska, 1982",,
,"Hungarosaurus: Ösi A, 2005",,
,"Huxleysaurus: G.S. Paul, 2012",,
,"Hylaeosaurus: G. Mantell, 1833",,
,"Hylosaurus: L.J. Fitzinger, 1840 [JOS → Hylaeosaurus]",,
,"Hypacrosaurus: B. Brown, 1913",,
,"Hypselosaurus: Matheron, 1869",,
,"Hypselospinus: D.B. Norman, 2010",,
,"Hypsibema: E.D. Cope, 1869 [nomen dubium]",,
,"Hypsilophodon: T.H. Huxley, 1869",,
,"Hypsirophus: E.D. Cope, 1878 [nomen dubium; PSS → Stegosaurus]",,
,,,
,"Iberospinus: O. Mateus & D. Estraviz-López, 2022",,
,"Ibirania: B.A. Navarro, A.M. Ghilardi, T. Aureliano, V. Díez Díaz, K.L.N. Bandeira, A.G.S. Cattaruzzi, F.V. Iori, A.M. Martine, A.B. Carvalho, L.E. Anelli, M.A. Fernandes & H. Zaher, 2022",,
,"""Ichabodcraniosaurus"": Novacek, 1996 [nomen nudum]",,
,"Ichthyovenator: R. Allain, T. Xaisanavong, P. Richir & B. Khentavong, 2012",,
,"Ignavusaurus: F. Knoll, 2010 [PSS → Massospondylus]",,
,"Ignotosaurus: R.N. Martínez, C. Apaldetti, O.A. Alcober, C.E. Colombi, P.C. Sereno, E. Fernandez, P.S. Malnis, G.A. Correa & D. Abelin, 2013",,
,"Iguanacolossus: A.T. McDonald, J.I. Kirkland, D.D. DeBlieux, S.K. Madsen, J. Cavin, A.R.C. Milner & L. Panzarin, 2010",,
,"Iguanodon: G. Mantell, 1825",,
,"""Iguanoides"": Conybeare vide Cadbury, 2000 [nomen nudum → Iguanodon]",,
,"Iguanosaurus: [Anonymous], 1824 [nomen nudum → Iguanodon]",,
,"Iliosuchus: F. von Huene, 1932",,
,"Ilokelesia: R.A. Coria & L. Salgado,2000 (not 1998)",,
,"Imperobator: R.C. Ely & J.A. Case, 2019",,
,"Incisivosaurus: Xu X, Cheng Y, Wang X-L & Chang C, 2002 [PSS → Protarchaeopteryx]",,
,"Indosaurus: F. von Huene & Matley, 1933",,
,"Indosuchus: F. von Huene & Matley, 1933",,
,"Ingenia (name also refers to a marine Nematode): R. Barsbold, 1981 / Gerlach, 1957 → Ajancingenia",,
,"Ingentia: C. Apaldetti, R.N. Martínez, I.A. Cerda, D. Pol & O. Alcober, 2018",,
,"Inosaurus: de Lapparent, 1960 [nomen dubium]",,
,"Invictarx: A.T. McDonald & D.G. Wolfe, 2018",,
,"Irisosaurus: C. Peyre de Fabrègues, Bi S-D, Li H-Q, Li G, Yang L. & Xu X, 2020",,
,"Irritator: D.M. Martill, Cruickshank, Frey, P.G. Small & M. Clarke, 1996",,
,"Isaberrysaura: L. Salgado, J.I. Canudo, A.C. Garrido, M. Moreno-Azanza, L.C.A. Martínez, R.A. Coria & J.M. Gasca, 2017",,
,"Isanosaurus: E. Buffetaut, V. Suteethorn, Cuny, Tong H, J. LeLoeuff, Khansubha & Jongautchariyakul, 2000",,
,"Isasicursor: F.E. Novas, F.L. Agnolín, S. Rozadilla, A.M. Aranciaga-Rolando, F. Brissón-Egli, M.J. Motta, M.A. Cerroni, M.D. Ezcurra, A.G. Martinelli, J.S. D'Angelo, G. Álvarez-Herrera, A.R. Gentil, S. Bogan, N.R. Chimento, J.A. García-Marsà, G. Lo Coco, S.E. Miquel, F.F. Brito, E.I. Vera, V.S. Perez Loinaze, M.S. Fernández & L. Salgado, 2019",,
,"Ischioceratops: He Y, P.J. Makovicky, Wang K, Chen S, C. Sullivan, Han F. & Xu X, 2015",,
,"Ischisaurus: Reig, 1963 [JSS → Herrerasaurus]",,
,"Ischyrosaurus: J.W. Hulke, 1874 vide R. Lydekker, 1888 / E.D. Cope, 1869",,
,"Isisaurus: J.A. Wilson & P. Upchurch, 2003",,
,"""Issasaurus"": G. Maier, 2003 [nomen nudum → Dicraeosaurus]",,
,"Issi: V. Beccari, O. Mateus, O. Wings, J. Milàn & L.B. Clemmensen, 2021",,
,"Itapeuasaurus: R.M. Lindoso, M.A.A. Medeiros, I. Carvalho, A.A. Pereira, I.D. Mendes, F.V. Iori, E.P. Sousa, S.H.S. Arcanjo & T.C.M. Silva, 2019",,
,"Itemirus: S.M. Kurzanov, 1976",,
,"Iuticosaurus: J. LeLoeuff, 1993 [nomen dubium]",,
,"Ixalerpeton: S.F. Cabreira, A.W.A. Kellner, S. Dias-da-Silva, L.R. da Silva, M. Bronzati, J.C. de Almeida Marsola, R. Temp Müller, J. de Souza Bittencourt, B.J.A. Batista, T. Raugust, R. Carrilho, A. Brodt & M.C. Langer, 2016",,
,"Iyuku: C.A. Forster, W.J. de Klerk, K.E. Poole, A. Chinsamy-Turan, E.M. Roberts & C.F. Ross, 2022",,
,,,
,"Jainosaurus: A.P. Hunt, Lockley, S.G. Lucas & C. Meyer, 1995 (not 1994) [nomen dubium; PSS → Titanosaurus]",,
,"Jakapil: F.J. Riguetti, S. Apesteguía & X. Pereda-Suberbiola, 2022 [nomen nudum]",,
,"Jaklapallisaurus: F.E. Novas, M.D. Ezcurra, S. Chatterjee & T.S. Kutty, 2011",,
,"Janenschia: Wild, 1991",,
,"Jaxartosaurus: Riabinin, 1937 [nomen dubium]",,
,"Jeholornis: Zhou Z. & Zhang F, 2002 [JSS → Shenzhouraptor; possible bird]",,
,"Jeholosaurus: Xu X, Wang X-L & You H-L, 2000",,
,"Jenghizkhan: G. Olshevsky vide G. Olshevsky, Ford & Yamamoto, 1995 [JSS → Tarbosaurus]",,
,"Jensenosaurus: G. Olshevsky vide B.D. Curtice, K. Stadtman & L.J. Curtice, 1996 [nomen nudum → Ultrasauros; JSS → Supersaurus]",,
,"Jeyawati: A.T. McDonald, D.G. Wolfe & J.I. Kirkland, 2010",,
,"Jianchangosaurus: Pu H-Y, Y. Kobayashi, Lü J-C, Xu L, Wu Y, Chang H, Zhang J-M & Jia S, 2013",,
,"""Jiangjunmiaosaurus"": [Anonymous], 1987 [nomen nudum → Monolophosaurus & Sinraptor]",,
,"Jiangjunosaurus: Jia C, C.A. Forster (as Foster), Xu X. & J.M. Clark, 2007",,
,"Jiangshanosaurus: Tang F, Kang, Jin X, Wei F. & Wu W-T, 2001",,
,"Jiangxisaurus: Wei X-F, Pu J-Y, Xu L, Liu D & Lü J-C, 2013",,
,"Jianianhualong: Xu X, P.J. Currie, M. Pittman, Xing L, Meng Q, Lü J-C, Hu D. & Yu C, 2017",,
,"Jinbeisaurus: Wu X-C, Shi J-R, Dong L-Y, T.D. Carr, Yi J & Xu S-C, 2019",,
,"Jinfengopteryx: Ji Q, Ji S, Lü J-C, You H-L, Chen W, Liu Y-Q & Liu Y-X, 2005",,
,"Jingshanosaurus: Zhang Y-H & Yang Z-L, 1995",,
,"Jintasaurus: You H-L & Li D-Q, 2009",,
,"Jinyunpelta: Zheng W, Jin X-S, Y. Azuma, Wang Q-Y, K. Miyata & Xu X, 2018",,
,"Jinzhousaurus: Wang X-L & Xu X, 2001",,
,"Jiutaisaurus: Wu W-H, Dong Z-M, Sun Y, Li C. & Li T, 2006",,
,"Jixiangornis: Ji Q, Ji S, Zhang H, You H-L, Zhang J-P, Wang L, Yuan & Ji X, 2002 [possible bird]",,
,"Jobaria: P.C. Sereno, Beck, D.B. Dutheil, H.C.E. Larsson, Lyon, Moussa, R.W. Sadleir, C.A. Sidor, D.J. Varricchio, G.P. Wilson & J.A. Wilson, 1999",,
,"Jubbulpuria: F. von Huene & Matley, 1933 [nomen dubium]",,
,"Judiceratops: N.R. Longrich, 2013",,
,"""Jurassosaurus"": Dong Z-M vide Holden, 1992 [nomen nudum → Tianchisaurus]",,
,"Juratyrant: S.L. Brusatte & R.B.J. Benson, 2012",,
,"Juravenator: Göhlich & L.M. Chiappe, 2006",,
,,,
,"Kaatedocus: E. Tschopp & O. Mateus, 2012",,
,"""Kagasaurus"": Hisa, 1988 [nomen nudum]",,
,"Kaijiangosaurus: He X, 1984",,
,"	Kaijutitan (name, Kaiju Titan, also refers to Japanese movie monsters): L.S. Filippi, L. Salgado & A.C. Garrido, 2019",,
,"Kakuru: R.E. Molnar & N.S. Pledge, 1980",,
,"Kamuysaurus: Y. Kobayashi, T. Nishimura, R. Takasaki, K. Chiba, A.R. Fiorillo, K. Tanaka, Chinzorig T, T. Sato & K. Sakurai, 2019",,
,"Kangnasaurus: Haughton, 1915",,
,"Kansaignathus: A.O. Averianov & A.V. Lopatin, 2021",,
,"Karongasaurus: Gomani, 2005 [electronically published]",,
,"Katepensaurus: L.M. Ibiricu, G.A. Casal, R.N.D. Martínez, M.C. Lamanna, M. Luna & L. Salgado, 2013",,
,"""Katsuyamasaurus"": Lambert, 1990 [nomen nudum → Fukuiraptor]",,
,"Kayentavenator: R. Gay, 2010",,
,"Kazaklambia: P.R. Bell & K.S. Brink, 2013",,
,"Kelmayisaurus: Dong Z-M, 1973",,
,"Kelumapusaura: S. Rozadilla, F. Brissón-Egli, F.L. Agnolín, A.M. Aranciaga-Rolando & F.E. Novas, 2022",,
,"Kemkemia: A. Cau & S. Maganuco, 2009",,
,"Kentrosaurus: Hennig, 1915 / Lambe, 1904 → Kentrurosaurus & Doryphorosaurus",,
,"Kentrurosaurus: Hennig, 1916 [JOS → Kentrosaurus]",,
,"Kerberosaurus: Y.L. Bolotsky & P. Godefroit, 2004",,
,"Khaan: J.M. Clark, M.A. Norell & R. Barsbold, 2001",,
,"Khetranisaurus: M.S. Malkani, 2006",,
,"Kholumolumo: C. Peyre de Fabrègues & R. Allain, 2020",,
,"Kholumolumosaurus: F.X. Gauffre, 1996 [nomen ex dissertatione → Kholumolumo]",,
,"Khulsanurus: A.O. Averianov & A.V. Lopatin, 2021",,
,"Kileskus: A.O. Averianov, S.A. Krasnolutskii & S.V. Ivantsov, 2010",,
,"Kinnareemimus: E. Buffetaut, V. Suteethorn & H. Tong, 2009",,
,"""Kitadanisaurus"": Lambert, 1990 [nomen nudum]",,
,"Kittysaurus: Hargreaves, 2001 [nomen nudum → Eotyrannus]",,
,"Klamelisaurus: Zhao X, 1993",,
,"Kol: A.H. Turner, S.J. Nesbitt & M.A. Norell, 2009",,
,"Kongonaphon: C.F. Kammerer, S.J. Nesbitt, J.J. Flynn, L. Ranivoharimanana & A.R. Wyss, 2020 [possible basal dinosaur]",,
,"Koparion: D. Chure, 1994",,
,"Koreaceratops: Lee Y-N, M.J. Ryan & Y. Kobayashi, 2010",,
,"Koreanosaurus: H.M. Kim, 1979 [nomen nudum]",,
,"Koreanosaurus: Huh, Lee D-G, J.K. Kim, Lim & P. Godefroit, 2010",,
,"Koshisaurus: M. Shibata & Y. Azuma, 2015",,
,"Kosmoceratops: S.D. Sampson, M.A. Loewen, A.A. Farke, E.M. Roberts, C.A. Forster, J.A. Smith & A.L. Titus, 2010",,
,"Kotasaurus: P. Yadagiri, 1988",,
,"Koutalisaurus: A. Prieto-Márquez, R. Gaete, Rivas, A. Galobart & Boada, 2006 [PSS → Pararhabdodon]",,
,"Kritosaurus: B. Brown, 1910 [nomen dubium; PSS → Anasazisaurus, Gryposaurus, and/or Naashoibitosaurus]",,
,"Kryptops: P.C. Sereno & S.L. Brusatte, 2008",,
,"Kukufeldia: A.T. McDonald, P.M. Barrett & S.D. Chapman, 2010",,
,"Kulceratops: Nessov, 1995",,
,"Kulindadromeus: P. Godefroit, S.M. Sinitsa, D. Dhouailly, Y.L. Bolotsky, A.V. Sizov, M.E. McNamara, M.J. Benton & P. Spagna, 2014 [PSS → Daurosaurus or Kulindapteryx]",,
,"Kulindapteryx: V.R. Alifanov & S.V. Saveliev, 2014 [PSS → Kulindadromeus]",,
,"Kunbarrasaurus: L.G. Leahey, R.E. Molnar, K. Carpenter, L.M. Witmer & S.W. Salisbury, 2015",,
,"Kundurosaurus: P. Godefroit, Y.L. Bolotsky & P. Lauters, 2012",,
,"Kunmingosaurus: Zhao X. (as Chao S.), 1985",,
,"Kuru (name also refers to a prion disease): J.G. Napoli, A.A. Ruebenstahl, B-A.S. Bhullar, A.H. Turner, & M.A. Norell, 2021",,
,"Kurupi: F.V. Iori, H.I. de Araújo-Júnior, S.A. Simionato Tavares, T. da Silva Marinho, A.G. Martinelli, 2021",,
,"Kwanasaurus: J.W. Martz & B.J. Small, 2019",,
,,,
,"Labocania: R.E. Molnar, 1974",,
,"Labrosaurus: O.C. Marsh, 1879 [JSS → Allosaurus]",,
,"Laelaps: E.D. Cope, 1866 / Koch, 1836 → Drytosaurus",,
,"Laevisuchus: F. von Huene & Matley, 1933 [nomen dubium]",,
,"Lagerpeton: Romer, 1971",,
,"Lagosuchus: Romer, 1971 [nomen dubium]",,
,"Laiyangosaurus: Zhang J-L, Wang X-L, Wang Q, Jiang S-X, Cheng X, Li N. & Qiu R, 2017",,
,"Lajasvenator: R.A. Coria, P.J. Currie, F. Ortega & M.A. Baiano, 2019",,
,"Lamaceratops: V.R. Alifanov, 2003 [PSS → Bagaceratops (adolescent ?)]",,
,"Lambeosaurus: Parks, 1923",,
,"Lametasaurus: Matley, 1923 [nomen dubium]",,
,"Lamplughsaura: T.S. Kutty, S. Chatterjee, P.M. Galton & P. Upchurch, 2007",,
,"Lanasaurus: Gow, 1975",,
,"Lancangosaurus: Zhao X. vide Dong Z-M, Zhou S. & Zhang Y-H, 1983 [nomen nudum → Datousaurus]",,
,"Lancanjiangosaurus: Zhao X, 1983 [nomen nudum]",,
,"Lanzhousaurus: You H-L, Ji Q & Li D-Q, 2005",,
,"Laosaurus: O.C. Marsh, 1878 [nomen dubium]",,
,"Lapampasaurus: R.A. Coria, B.J. González-Riga (as González Riga) & S. Casadío, 2012",,
,"Laplatasaurus: F. von Huene, 1929",,
,"Lapparentosaurus: J.F. Bonaparte, 1986",,
,"Laquintasaura: P.M. Barrett, R.J. Butler, R. Mundil, T.M. Scheyer, R.B. Irmis & M.R. Sánchez-Villagra, 2014",,
,"Latenivenatrix: A.J. van der Reest & P.J. Currie, 2017 [PSS → Polyodontosaurus, Troödon]",,
,"Latirhinus: A. Prieto-Márquez & C.I.S. Brañas, 2012",,
,"Lavocatisaurus: J.I. Canudo, J.L. Carballido, A.C. Garrido & L. Salgado, 2018",,
,"Leaellynasaura: T. Rich & Vickers-Rich (as P. Rich), 1989",,
,"Ledumahadi: B.W. McPhee, R.B.J. Benson, J. Botha-Brink, E.M. Bordy & J.N. Choiniere, 2018",,
,"Leinkupal (not Leikupal): P.A. Gallina, S. Apesteguía, A. Haluza & J.I. Canale, 2014",,
,"Leipsanosaurus: F. Nopcsa, 1918 [PSS → Struthiosaurus]",,
,"Lengosaurus: Kelly, 1998 [nomen nudum → Eotyrannus]",,
,"Leonerasaurus: D. Pol, A.C. Garrido & I.A. Cerda, 2011",,
,"Lepidocheirosaurus: V.R. Alifanov & S.V. Saveliev, 2015 [PSS → Kulindadromeus]",,
,"Lepidus: S.J. Nesbitt & M.D. Ezcurra, 2015",,
,"Leptoceratops: B. Brown, 1914",,
,"Leptorhynchos (name also refers to a plant): N.R. Longrich, K. Barnes, S. Clark & L. Millar, 2013",,
,"Leptospondylus: R. Owen, 1854 [JSS → Massospondylus]",,
,"Leshansaurus: Li F, Peng G, Ye Y, Jiang S. & Huang D, 2009",,
,"Lesothosaurus: P.M. Galton, 1978 [PSS → Fabrosaurus]",,
,"Lessemsaurus: J.F. Bonaparte, 1999",,
,"Levnesovia: H-D Sues & A.O. Averianov, 2009",,
,"Lewisuchus: Romer, 1972",,
,"Lexovisaurus: Hoffstetter, 1957",,
,"Leyesaurus: C. Apaldetti, R.N. Martínez, O.A. Alcober & D. Pol, 2011",,
,"Liaoceratops: Xu X, P.J. Makovicky, Wang X-L, M.A. Norell & You H-L, 2002",,
,"Liaoningosaurus: Xu X, Wang X-L & You H-L, 2001",,
,"Liaoningotitan: Zhou C-F, Wu W-H, Sekiya T. & Dong Z-M, 2018",,
,"Liaoningvenator: Shen C-Z, Zhao B, Gao C-L, Lü J-C & M. Kundrát, 2017",,
,"Liassaurus: Welles, H.P. Powell & Pickering vide Pickering, 1995 [nomen nudum]",,
,"Ligabueino: J.F. Bonaparte, 1996",,
,"Ligabuesaurus: J.F. Bonaparte, B.J. González-Riga (as González Riga) & S. Apesteguía, 2006",,
,"""Ligomasaurus"": G. Maier, 2003 [nomen nudum → Giraffatitan]",,
,"Lijiagousaurus: Li Z-Q, 2001 [nomen nudum]",,
,"Liliensternus: Welles, 1984",,
,"Limaysaurus: L. Salgado, A.C. Garrido, S.E. Cocca & J.R. Cocca, 2004",,
,"Limnosaurus: F. Nopcsa, 1899 / O.C. Marsh, 1872 → Telmatosaurus & Hecatasaurus",,
,"Limusaurus: Xu X, J.M. Clark, J. Mo, J.N. Choiniere, C.A. Forster, G.M. Erickson, D.W.E. Hone, C. Sullivan, D.A. Eberth, S.J. Nesbitt, Zhao Q, R. Hernández-Rivera (as R. Hernandez), Jia C-K, Han F-L, & Guo Y, 2009",,
,"Lingwulong: Xu X, P. Upchurch, P.D. Mannion, P.M. Barrett, O.R. Regalado-Fernandez, Mo J-Y, Ma J-F & Liu H-G, 2018",,
,"Lingyuanosaurus: Yao X, Liao C-C, C. Sullivan & Xu X, 2019",,
,"Linhenykus: Xing X, C. Sullivan, M. Pittman, J.N. Choiniere, D.W.E. Hone, P. Upchurch, Tan Q, Xiao D, Tan L, & Han F, 2011",,
,"Linheraptor: Xu X, J.N. Choinere, M. Pittman, Tan Q, Xiao D, Li Z-Q, Tan L, J.M. Clark, M.A. Norell, D.W.E. Hone, & C. Sullivan, 2010 [PSS → Tsaagan]",,
,"Linhevenator: Xu X, Tan Q, C. Sullivan, Han F. & Xiao D, 2011",,
,"Lirainosaurus: J.L. Sanz, J.E. Powell, J. LeLoeuff, R.D. Martínez & X. Pereda-Suberbiola, 1999",,
,"Liubangosaurus: Mo J, Xu X. & E. Buffetaut, 2010",,
,"Llukalkan: F.A. Gianechini, A.H. Méndez, L.S. Filippi, A. Paulina-Carabajal, R.D. Juárez-Valieri & A.C. Garrido, 2021",,
,"Lohuecotitan: V. Díez Díaz, P. Mocho, A. Páramo, F. Escaso, F. Marcos-Fernández, J.L. Sanz & F. Ortega, 2016",,
,"Loncosaurus: F. Ameghino, 1898 [nomen dubium]",,
,"Longosaurus: Welles, 1984 [JSS → Coelophysis]",,
,"Lophorhothon: W.R. Langston, 1960",,
,"Lophostropheus: M.D. Ezcurra & Cuny, 2007",,
,"Loricatosaurus: S. Maidment, D.B. Norman, P.M. Barrett & P. Upchurch, 2008",,
,"Loricosaurus: F. von Huene, 1929",,
,"Losillasaurus: Casanovas-Cladellas (as Casanovas), Santafe & J.L. Sanz, 2001",,
,"Lourinhanosaurus: O. Mateus, 1998",,
,"Lourinhasaurus: P. Dantas, J.L. Sanz, C.M. da Silva, F. Ortega, V.F. Dos Santos & M. Cachao, 1998",,
,"Luanchuanraptor: Lü J-C, Xu L, Zhang X-L, Ji Q, Jia S, Hu W, Zhang J-M & Wu Y, 2007",,
,"Luanpingosaurus: Cheng Z. vide Chen P, 1996 [nomen nudum → Psittacosaurus]",,
,"Lucianosaurus: R.N. Martínez & C. Apaldetti, 2017 / A.P. Hunt & S.G. Lucas, 1994 → Lucianovenator",,
,"Lucianovenator: R.N. Martínez & C. Apaldetti, 2017",,
,"Luckyraptor: [Anonymous], 2007 [nomen nudum]",,
,"Lufengocephalus: Yang Z.J. (as Young C.C.), 1974 [JSS → Lufengosaurus]",,
,"Lufengosaurus: Yang Z.J. (as Young C.C.), 1941",,
,"Lukousaurus: Yang Z.J. (as Young C.C.), 1948",,
,"Luoyanggia: Lü J-C, Xu L, Jiang X, Jia S, Li M, Yuan, Zhang X-L & Ji Q, 2009",,
,"Luoyangosaurus: Lü J-C, 2009 [nomen nudum → Luoyanggia]",,
,"Lurdusaurus: P. Taquet & D.A. Russell, 1999",,
,"Lusitanosaurus: de Lapparent & Zbyszewski, 1957",,
,"Lusotitan: Telles Antunes & O. Mateus, 2003",,
,"Lusovenator: E. Malafaia, P. Mocho, F. Escaso & F. Ortega, 2020",,
,"Lutungutali: B.R. Peecook, C.A. Sidor, S.J. Nesbitt, R.M.H. Smith, J.S. Steyer & K.D. Angielczyk, 2013",,
,"Lycorhinus: Haughton, 1924",,
,"Lythronax: M.A. Loewen, R.B. Irmis, J.J.W. Sertich, P.J. Currie & S.D. Sampson, 2013",,
,,,
,"Machairasaurus: N.R. Longrich, P.J. Currie & Dong Z-M, 2010",,
,"Machairoceratops: E.K. Lund, P.M. O'Connor, M.A. Loewen & Z.A. Jinnah, 2016",,
,"Macrocollum: R. Temp Müller, M.C. Langer & S. Dias-da-Silva, 2018",,
,"Macrodontophion: A. Zborzewski, 1834 [nomen dubium]",,
,"Macrogryphosaurus: J.O. Calvo, J.D. Porfiri & F.E. Novas, 2007",,
,"Macrophalangia: C.M. Sternberg, 1932 [JSS → Chirostenotes]",,
,"Macrurosaurus: H.G. Seeley, 1876",,
,"""Madsenius"": Lambert, 1990 [nomen nudum → Allosaurus]",,
,"Magnamanus: C. Fuentes-Vidarte, M. Meijide-Calvo, F. Meijide-Fuentes & M. Meijide-Fuentes, 2017",,
,"Magnapaulia: A. Prieto-Márquez, L.M. Chiappe & S.H. Joshi, 2012",,
,"Magnirostris: You H-L & Dong Z-M, 2003 [PSS → Bagaceratops (adolescent ?)]",,
,"Magnosaurus: F. von Huene, 1932",,
,"Magulodon: Kranz, 1996 [nomen nudum]",,
,"Magyarosaurus: F. von Huene, 1932",,
,"Mahakala: A.H. Turner, D. Pol, J.A. Clarke, G.M. Erickson & M.A. Norell, 2007",,
,"Mahuidacursor: P. Cruzado-Caballero, J.M. Gasca, L.S. Filippi, I. Cerda & A.C. Garrido, 2019",,
,"Maiasaura: J.R. Horner & Makela, 1979",,
,"Maip: A.M. Aranciaga Rolando, M.J. Motta, F.L. Agnolín, M. Manabe, T. Tsuihiji & F.E. Novas, 2022",,
,"Majungasaurus: Lavocat, 1955",,
,"Majungatholus: H-D Sues & P. Taquet, 1979 [JSS → Majungasaurus]",,
,"Malarguesaurus: B.J. González-Riga, Previtera & Pirrone, 2009",,
,"Malawisaurus: L.L. Jacobs, Winkler, W.R. Downs & Gomani, 1993",,
,"Maleevosaurus: K. Carpenter, 1992 [JSS → Tarbosaurus]",,
,"Maleevus: T.A. Tumanova, 1987 [nomen dubium]",,
,"Malefica: A. Prieto-Márquez & J.R. Wagner, 2022 (announced), 2023 (published)",,
,"Mamenchisaurus: Yang Z.J. (as Young C.C.), 1954",,
,"Mandschurosaurus: Riabinin, 1930 [nomen dubium; PSS → Amurosaurus or Charonosaurus]",,
,"Manidens: D. Pol, O.W.M. Rauhut & M. Becerra, 2011",,
,"Manospondylus: E.D. Cope, 1892 [nomen dubium; PSS → Tyrannosaurus]",,
,"Mansourasaurus: H.M. Sallam, E. Gorscak, P.M. O'Connor, I.A. El-Dawoudi, S. El-Sayed, S. Saber, M.A. Kora, J.J.W. Sertich, E.R. Seiffert & M.C. Lamanna, 2018",,
,"Mantellisaurus: G.S. Paul, 2006",,
,"Mantellodon: G.S. Paul, 2012",,
,"Maojandino: M.S. Malkani, 2016",,
,"Mapusaurus: R.A. Coria & P.J. Currie, 2006",,
,"Maraapunisaurus: K. Carpenter, 2018",,
,"Marasuchus: P.C. Sereno & A.B. Arcucci, 1994",,
,"Marisaurus: M.S. Malkani, 2006",,
,"Marmarospondylus: R. Owen, 1875 [nomen dubium]",,
,"Marshosaurus: J.H. Madsen, 1976",,
,"Martharaptor: P. Senter, J.I. Kirkland & D.D. DeBlieux, 2012",,
,"Masiakasaurus: S.D. Sampson, Carrano & C.A. Forster, 2001",,
,"Massospondylus: R. Owen, 1854",,
,"Matheronodon: P. Godefroit, G. Garcia, B. Gomez, K. Stein, A. Cincotta, U. Lefèvre & X. Valentin, 2017",,
,"Maxakalisaurus: A.W.A. Kellner, D.A. Campos, Azevedo, Trotta, Henriques, Craik & H.P. Silva, 2006",,
,"Mbiresaurus: C.T. Griffin, B.M. Wynd, D. Munyikwa, T.J. Broderick, M. Zondo, S. Tolan, M.C. Langer, S.J. Nesbitt & H.R. Taruvinga, 2022",,
,"Medusaceratops: M.J. Ryan, A.P. Russell & Hartman, 2010",,
,"Megacervixosaurus: Zhao X, 1983 [nomen nudum]",,
,"Megadactylus: E. Hitchcock, 1865 / L.J. Fitzinger, 1843 → Amphisaurus",,
,"""Megadontosaurus"": B. Brown vide J.H. Ostrom, 1970 [nomen nudum → Deinonychus & Microvenator]",,
,"Megalosaurus: W. Buckland, 1824",,
,"Megapnosaurus: Ivie, Slipinski & Wegrzynowicz, 2001 [JSS → Coelophysis]",,
,"Megaraptor: F.E. Novas, 1998",,
,"Mei: Xu X, & M.A. Norell, 2004",,
,"Melanorosaurus: Haughton, 1924",,
,"Mendozasaurus: B.J. González-Riga (as González Riga), 2003",,
,"Menefeeceratops: S.G. Dalman, S.G. Lucas, S.E. Jasinski, A.J. Lichtig & P. Dodson, 2021",,
,"Menucocelsior: M. Aranciaga Rolando, M.A. Cerroni, J.A. García-Marsà, F.L. Agnolín, M.J. Motta, S. Rozadilla, F. Brisson Eglí & F.E. Novas, 2021 (announced), 2022 (final publication)",,
,"Meraxes: J.I. Canale, S. Apesteguía, P.A. Gallina, J. Mitchell, N.D. Smith, T.M. Cullen, A. Shinya, A. Haluza, F.A. Gianechini & P.J. Makovicky, 2022",,
,"Mercuriceratops: M.J. Ryan, D.C. Evans, P.J. Currie & M.A. Loewen, 2014",,
,"Meroktenos: C.P. de Fabrègues & R. Allain, 2016",,
,"Merosaurus: Welles, H.P. Powell & Pickering vide Pickering, 1995 [nomen nudum]",,
,"Metriacanthosaurus: A.D. Walker, 1964",,
,"Microcephale: P.C. Sereno, 1997 [nomen nudum]",,
,"Microceratops: B. Bohlin, 1953 / Seyrig, 1952 → Microceratus",,
,"Microceratus: O. Mateus, 2008 [nomen dubium]",,
,"Microcoelus: R. Lydekker, 1893 [nomen dubium; PSS → Saltasaurus]",,
,"Microdontosaurus: Zhao X, 1983 [nomen nudum]",,
,"Microhadrosaurus: Dong Z-M, 1979 [nomen dubium]",,
,"Micropachycephalosaurus: Dong Z-M, 1978",,
,"Microraptor: Xu X, Zhou Z. & Wang X-L, 2000",,
,"Microsaurops: Kuhn, 1963 [JOS → Microcoelus]",,
,"Microvenator: J.H. Ostrom, 1970",,
,"Mierasaurus: R. Royo-Torres, P. Upchurch, J.I. Kirkland, D.D. DeBlieux, J.R. Foster, A. Cobos & L. Alcalá, 2017",,
,"""Mifunesaurus"": Hisa, 1985 [nomen nudum]",,
,"Minmi: R.E. Molnar, 1980 [nomen dubium]",,
,"Minotaurasaurus: C.A. Miles & C.J. Miles, 2009 [PSS → Tarchia]",,
,"Miragaia: O. Mateus, S. Maidment & N.A. Christiansen, 2009",,
,"Mirischia: D. Naish, D.M. Martill & Frey, 2004",,
,"Mnyamawamtuka: E. Gorscak & P.M. O'Connor, 2019",,
,"Moabosaurus: B.B. Britt, R.D. Scheetz, M.F. Whiting & D.R. Wilhite, 2017",,
,"Mochlodon: H.G. Seeley, 1881",,
