Name,Genus Authority Author,Genus Authority Date,Strata
,"""Mohammadisaurus"": G. Maier, 2003 [nomen nudum → Tornieria]",,
,"Mojoceratops: N.R. Longrich, 2010 [PSS → Eoceratops or Chasmosaurus]",,
,"Mongolosaurus: Gilmore, 1933 [nomen dubium]",,
,"Mongolostegus: T.A. Tumanova & V.R. Alifanov, 2018",,
,"Monkonosaurus: Zhao X. vide Dong Z-M, 1990",,
,"Monoclonius: E.D. Cope, 1876 [nomen dubium; PSS → Centrosaurus or Styracosaurus]",,
,"Monolophosaurus: Zhao X. & P.J. Currie, 1994 (not 1993)",,
,"Mononychus: A. Perle, M.A. Norell, L.M. Chiappe & J.M. Clark, 1993 / Schueppel, 1824 → Mononykus",,
,"Mononykus: A. Perle, M.A. Norell, L.M. Chiappe & J.M. Clark, 1993",,
,"Montanoceratops: C.M. Sternberg, 1951",,
,"Morelladon: J.M. Gasulla, F. Escaso, I. Narváez, F. Ortega & J.L. Sanz, 2015",,
,"Morinosaurus: H.E. Sauvage, 1874 [nomen dubium; PSS → Pelorosaurus]",,
,"Moros: L.E. Zanno, R.T. Tucker, A. Canoville, H.M. Avrahami, T.A. Gates & P.J. Makovicky, 2019",,
,"Morosaurus: O.C. Marsh, 1878 [JSS → Camarasaurus]",,
,"Morrosaurus: S. Rozadilla, F.L. Agnolín, F.E. Novas, A.M. Aranciaga Rolando, M.J. Motta, J.M. Lirio & M.P. Isasi, 2015",,
,"Mosaiceratops: Zheng W-J, Jin X-S & Xu X, 2015",,
,"""Moshisaurus"": Hisa, 1985 [nomen nudum → Mamenchisaurus]",,
,"""Mtapaiasaurus"": G. Maier, 2003 [nomen nudum → Giraffatitan]",,
,"""Mtotosaurus"": G. Maier, 2003 [nomen nudum → Dicraeosaurus]",,
,"Murusraptor: R.A. Coria & P.J. Currie, 2016",,
,"Mussaurus: J.F. Bonaparte & Vince, 1979",,
,"Muttaburrasaurus: Bartholomai & R.E. Molnar, 1981",,
,"Muyelensaurus: J.O. Calvo, B.J. González-Riga & J.D. Porfiri, 2007",,
,"Mymoorapelta: J.I. Kirkland & K. Carpenter, 1994",,
,,,
,"Naashoibitosaurus: A.P. Hunt & S.G. Lucas, 1993 [PSS → Gryposaurus or Kritosaurus]",,
,"Nambalia: F.E. Novas, M.D. Ezcurra, S. Chatterjee & T.S. Kutty, 2011",,
,"Nankangia: Lü J-C, Yi L-P, Zhong H. & Wei X-F, 2013",,
,"Nanningosaurus: Mo, Zhao Z, Wang W. & Xu X, 2007",,
,"""Nanoraptor"": David Grimaldi vide Nicholas St. Fleur, 2017 [nomen nudum; in New York Times]",,
,"Nanosaurus: O.C. Marsh, 1877",,
,"Nanotyrannus: R.T. Bakker, Williams & P.J. Currie, 1988 [PSS → Tyrannosaurus]",,
,"Nanshiungosaurus: Dong Z-M, 1979",,
,"Nanuqsaurus: A.R. Fiorillo & R.S. Tykoski, 2014",,
,"Nanyangosaurus: Xu X, Zhao X, Lü J-C, Huang W, Li Z-Y & Dong Z-M, 2000",,
,"Napaisaurus: Ji S-A & Zhang P, 2021 (announced), 2022 (final publication)",,
,"Narambuenatitan: L.S. Filippi, R.A. García & A.C. Garrido, 2010",,
,"Narindasaurus: R. Royo-Torres, A. Cobos, P. Mocho & L. Alcalá, 2020",,
,"Nasutoceratops: S.D. Sampson, E.K. Lund, M.A. Loewen, A.A. Farke & K.E. Clayton, 2013",,
,"Nasutuceratops: E.K. Lund, 2010 [nomen ex dissertatione → Nasutoceratops]",,
,"Natovenator: Lee S-J, Lee Y-N, P.J. Currie, R. Sissons, Park J-Y, Kim S-H, R. Barsbold & Tsogtbaatar K, 2022",,
,"Natronasaurus: R.E. Ulansky, 2014 [SSS → Alcovasaurus]",,
,"Navajoceratops: D.W. Fowler & E.A. Freedman Fowler, 2020",,
,"Nebulasaurus: Xing L, T. Miyashita, P.J. Currie, You H-L & Dong Z, 2013",,
,"Nectosaurus: Versluys, 1910 / Merriam, 1905 → Kritosaurus",,
,"Nedcolbertia: J.I. Kirkland, B.B. Britt, Whittle, S.K. Madsen & Burge, 1998",,
,"Nedoceratops: Ukrainsky, 2007 [PSS → Triceratops]",,
,"Neimongosaurus: Zhang X-H, Xu X, Zhao X, P.C. Sereno, Kuang & Tan L, 2001",,
,"Nemegtia: Lü J-C, Tomida, Y. Azuma, Dong Z-M & Lee Y-N, 2004 / Szczechura, 1978 → Nemegtomaia",,
,"Nemegtonykus: Lee S-J, Park J-Y, Lee Y-N, Kim S-H, Lü J-C, R. Barsbold & Tsogtbaatar K, 2019",,
,"Nemegtomaia: Lü J-C, Tomida, Y. Azuma, Dong Z-M & Lee Y-N, 2005",,
,"Nemegtosaurus: Nowinski, 1971",,
,"Neosaurus: Gilmore vide Gilmore & Stewart, 1945 / F. Nopcsa, 1923 → Parrosaurus",,
,"Neosodon: M. de la Moussaye, 1885",,
,"Neovenator: Hutt, D.M. Martill & Barker, 1996",,
,"Neuquenraptor: F.E. Novas & D. Pol, 2005 [PSS → Unenlagia]",,
,"Neuquensaurus: J.E. Powell, 1992",,
,"Nevadadromeus: J.W. Bonde, R.L. Hall, L.J. Krumenacker & D.J. Varricchio, 2022",,
,"Newtonsaurus: Welles vide Welles & Pickering, 1999 [nomen nudum]",,
,"Ngexisaurus: Zhao X, 1983 [nomen nudum]",,
,"Ngwevu: K.E.J. Chapelle, P.M. Barrett, J. Botha & J.N. Choiniere, 2019",,
,"Nhandumirim: J.C.A. Marsola, J.S. Bittencourt, R.J. Butler, A.A.S. Da Rosa. J.M. Sayão & M.C. Langer, 2019",,
,"Nicksaurus: M.S. Malkani, 2016",,
,"Niebla: M. Aranciaga Rolando, M.A. Cerroni, J.A. García-Marsà, F.L. Agnolín, M.J. Motta, S. Rozadilla, F. Brisson Eglí & F.E. Novas, 2020",,
,"Nigersaurus: P.C. Sereno, Beck, D.B. Dutheil, H.C.E. Larsson, Lyon, Moussa, R.W. Sadleir, C.A. Sidor, D.J. Varricchio, G.P. Wilson & J.A. Wilson, 1999",,
,"Ningyuansaurus: Ji Q, Lü J-C, Wei X-F. & Wang X-R, 2012",,
,"Ninjatitan: P.A. Gallina, J.I. Canale & J.L. Carballido, 2021",,
,"Niobrarasaurus: K. Carpenter, Dilkes & D.B. Weishampel, 1995",,
,"Nipponosaurus: Nagao, 1936",,
,"Noasaurus: J.F. Bonaparte & J.E. Powell, 1980",,
,"Nodocephalosaurus: R. Sullivan, 1999",,
,"Nodosaurus: O.C. Marsh, 1889",,
,"Nomingia: R. Barsbold, H. Osmólska, M. Watabe, P.J. Currie & Tsogtbaatar K, 2000",,
,"Nopcsaspondylus: S. Apesteguía, 2007",,
,"Normanniasaurus: J. LeLoeuff, S. Suteethorn & E. Buffetaut",,
,"Notatesseraeraptor: M. Zahner & W. Brinkmann, 2019",,
,"Nothronychus: J.I. Kirkland & Wolfe, 2001",,
,"Notoceratops: A. Tapia, 1918 [nomen dubium]",,
,"Notocolossus: B.J. González Riga, M.C. Lamanna, L.D. Ortiz David, J.O. Calvo & J.P. Coria, 2016",,
,"Notohypsilophodon: R.D. Martínez, 1998",,
,"Nototyrannus: [Anonymous] 2011 vide S. Apesteguía, N.D. Smith, R.D. Juárez-Valieri & P.J. Makovicky, 2016 [nomen nudum → Gualicho]",,
,"Nqwebasaurus: W.J. de Klerk, C.A. Foster, S.D. Sampson, A. Chinsamy & C.F. Ross, 2000",,
,"""Nteregosaurus"": G. Maier, 2003 [nomen nudum → Janenschia]",,
,"Nullotitan: F.E. Novas, F.L. Agnolín, S. Rozadilla, A.M. Aranciaga-Rolando, F. Brissón-Egli, M.J. Motta, M.A. Cerroni, M.D. Ezcurra, A.G. Martinelli, J.S. D'Angelo, G. Álvarez-Herrera, A.R. Gentil, S. Bogan, N.R. Chimento, J.A. García-Marsà, G. Lo Coco, S.E. Miquel, F.F. Brito, E.I. Vera, V.S. Perez Loinaze, M.S. Fernández & L. Salgado, 2019",,
,"Nuoersaurus: Dong Z-M & Li X-M, 1991 [nomen nudum; later spelled Nuoerosaurus & Nurosaurus but neither formally described nor named]",,
,"Nuthetes: R. Owen, 1854",,
,"Nyasasaurus: A.J. Charig, 1967 vide S.J. Nesbitt, P.M. Barrett, S. Werning, C.A. Sidor & A.J. Charig, 2012",,
,"""Nyororosaurus"": G. Maier, 2003 [nomen nudum → Dicraeosaurus]",,
,,,
,"Oceanotitan: P. Mocho, R. Royo-Torres & F. Ortega, 2019",,
,"Ohmdenosaurus: Wild, 1978",,
,"Ojoceratops: R. Sullivan & S.G. Lucas, 2010",,
,"Ojoraptorsaurus: R.M. Sullivan, S.E. Jasinski & M.P.A. Van Tomme, 2011",,
,"Oksoko: G.F. Funston, Chinzorig T, Tsogtbaatar K, Y. Kobayashi, C. Sullivan & P.J. Currie, 2020",,
,"Oligosaurus: H.G. Seeley, 1881 [nomen dubium; PSS → Rhabdodon]",,
,"Olorotitan: P. Godefroit, Y.L. Bolotsky & V.R. Alifanov, 2003",,
,"Omeisaurus: Yang Z.J. (as Young C.C.), 1939",,
,"Omnivoropteryx: Czerkas & Ji Q, 2002",,
,"Omosaurus: R. Owen, 1875 / J. Leidy, 1856 → Dacentrurus",,
,"Ondogurvel: A.O. Averianov & A.V. Lopatin, 2022",,
,"Onychosaurus: F. Nopcsa, 1902 [nomen dubium; PSS → Rhabdodon]",,
,"Oohkotokia: P. Penkalski, 2013 [published in 2014; PSS → Scolosaurus]",,
,"Opisthocoelicaudia: Borsuk-Bialynicka, 1977 [PSS → Nemegtosaurus]",,
,"Oplosaurus: P. Gervais, 1852 [nomen dubium; PSS → Pelorosaurus]",,
,"Orcomimus: Triebold, 1997 [nomen nudum]",,
,"Orinosaurus: R. Lydekker, 1889 [JOS → Orosaurus]",,
,"Orkoraptor: F.E. Novas, M.D. Ezcurra & A. Lecuona, 2008",,
,"Ornatops: A.T. McDonald, D.G. Wolfe, E.A. Freedman Fowler & T.A. Gates, 2021",,
,"Ornatotholus: P.M. Galton & H-D Sues, 1983 [JSS → Stegoceras]",,
,"Ornithodesmus: H.G. Seeley, 1887",,
,"Ornithoides: H.F. Osborn, 1924 [nomen nudum → Saurornithoides]",,
,"Ornitholestes: H.F. Osborn, 1903",,
,"Ornithomerus: H.G. Seeley, 1881 [JSS → Rhabdodon]",,
,"Ornithomimoides: F. von Huene & Matley, 1933 [nomen dubium]",,
,"Ornithomimus: O.C. Marsh, 1890",,
,"Ornithopsis: H.G. Seeley, 1870 [nomen dubium]",,
,"Ornithotarsus: E.D. Cope, 1869 [nomen dubium; PSS → Hadrosaurus]",,
,"Orodromeus: J.R. Horner & D.B. Weishampel, 1988",,
,"Orosaurus: T.H. Huxley, 1867 [JSS → Euskelosaurus]",,
,"Orthogoniosaurus: Das-Gupta, 1931 [nomen dubium]",,
,"Orthomerus: H.G. Seeley, 1883 [nomen dubium; PSS → Telmatosaurus]",,
,"Oryctodromeus: D.J. Varricchio, A.J. Martin & Katsura, 2007",,
,"Oshanosaurus: Zhao X. (as Chao S.), 1985 [nomen nudum]",,
,"Osmakasaurus: A.T. McDonald, 2011",,
,"Ostafrikasaurus: E. Buffetaut, 2012 [PSS → Spinosaurus]",,
,"Othnielia: P.M. Galton, 1977 [PSS → Nanosaurus]",,
,"Othnielosaurus: P.M. Galton, 2006 [PSS → Nanosaurus]",,
,"Otogosaurus: Zhao X. & Tan L, 2004 [citation not seen, author's name(s) may change]",,
,"Ouranosaurus: P. Taquet, 1976",,
,"Overoraptor: M.J. Motta, F.L. Agnolín, F. Brissón-Egli & F.E. Novas, 2020",,
,"Overosaurus: R.A. Coria, L.S. Filippi, L.M. Chiappe, R.A. García & A.B. Arcucci, 2013",,
,"Oviraptor: H.F. Osborn, 1924",,
,"Ovoraptor: H.F. Osborn, 1924 [nomen nudum → Velociraptor]",,
,"Owenodon: P.M. Galton, 2009",,
,"Oxalaia: A.W.A. Kellner, Azevedo, E.B. Machado, L.B. Carvalho & Henriques, 2011 [PSS → Spinosaurus]",,
,"Ozraptor: J.A. Long & R.E. Molnar, 1998",,
,,,
,"Pachycephalosaurus: B. Brown & E.M. Schlaikjer, 1943",,
,"Pachyrhinosaurus: C.M. Sternberg, 1950",,
,"Pachysauriscus: Kuhn, 1959 [nomen dubium; PSS → Plateosaurus]",,
,"Pachysaurops: F. von Huene, 1961 (not 1959) [JOS → Pachysauriscus]",,
,"Pachysaurus: F. von Huene, 1908 / L.J. Fitzinger, 1843 → Pachysauriscus",,
,"Pachyspondylus: R. Owen, 1854 [JSS → Massospondylus]",,
,"Padillasaurus: J.L. Carballido, D. Pol, M.L. Parra Ruge, S. Padilla Bernal, M.E. Páramo-Fonseca & F. Etayo-Serna, 2015",,
,"Pakisaurus: M.S. Malkani, 2006",,
,"Palaeopteryx: J.A. Jensen, 1981",,
,"Palaeoscincus: J. Leidy, 1856 [nomen dubium; PSS → Edmontonia or Panoplosaurus]",,
,"Paludititan: Z. Csiki, V. Codrea, C. Jipa-Murzea & P. Godefroit, 2010",,
,"Paluxysaurus: Rose, 2007 [electronically published; PSS → Sauroposeidon]",,
,"Pampadromaeus: S.F. Cabreira, C.L. Schultz, J.S. Bittencourt, M.B. Soares, D.C. Fortier, L.R. Silva & M.C. Langer, 2011",,
,"Pamparaptor: J.D. Porfiri, J.O. Calvo & D. Dos Santos, 2011",,
,"Panamericansaurus: J.O. Calvo & J.D. Porfiri, 2010",,
,"Pandoravenator: O.W.M. Rauhut & D. Pol, 2017",,
,"Panguraptor: You H-L, Y. Azuma, Wang T, Wang Y-M & Dong Z-M, 2014",,
,"Panoplosaurus: Lambe, 1919",,
,"Panphagia: R.N. Martínez & O.A. Alcober, 2009",,
,"Pantydraco: P.M. Galton, A.M. Yates & D. Kermack, 2007",,
,"Papiliovenator: Pei R, Qin Y-Y, Wen A-S, Zhao Q, Wang Z, Liu Z-M, Guo W-L, Liu P, Ye W-M, Wang L-Y, Yin Z-G, Dai R-M & Xu X, 2021 (announced), 2022 (final publication)",,
,"Paraiguanodon: B. Brown vide G. Olshevsky, 1991 [nomen nudum → Bactrosaurus]",,
,"Paralitherizinosaurus: Y. Kobayashi, R. Takasaki, A.R. Fiorillo, Tsogtbaatar C. & Y. Hikida, 2022",,
,"Paralititan: J.B. Smith, M.C. Lamanna, K.J. Lacovara, P. Dodson, J.R. Smith, J.C. Poole, R. Giegengack & Attia, 2001",,
,"Paranthodon: F. Nopcsa, 1929",,
,"Pararhabdodon: Casanovas-Cladellas, Santafé-Llopis & Isidro-Llorens, 1993",,
,"Parasaurolophus: Parks, 1922",,
,"Paraxenisaurus: C.I. Serrano-Brañas, B. Espinosa-Chávez, S.A. Maccracken, C. Gutiérrez-Blando, C. deLeón-Dávila & J. Flores Ventura, 2020",,
,"Pareisactus: J. Párraga & A. Prieto-Márquez, 2019",,
,"Parksosaurus: C.M. Sternberg, 1937",,
,"Paronychodon: E.D. Cope, 1876 [nomen dubium]",,
,"Parrosaurus: Gilmore, 1945 [nomen dubium; PSS → Hypsibema]",,
,"Parvicursor: Karhu & Rautian, 1996",,
,"Patagonykus: F.E. Novas, 1996",,
,"Patagopelta: F. Riguetti, X. Pereda-Suberbiola, D. Ponce, L. Salgado, S. Apesteguía, S. Rozadilla & V. Arbour, 2022",,
,"Patagosaurus: J.F. Bonaparte, 1979",,
,"Patagotitan: J.L. Carballido, D. Pol, A. Otero, I.A. Cerda, L. Salgado, A.C. Garrido, J. Ramezani, N.R. Cúneo & J.M. Krause, 2017",,
,"Pawpawsaurus: Lee Y-N, 1996",,
,"Pectinodon: K. Carpenter, 1982",,
,"Pedopenna: Xu X. & Zhang F, 2005",,
,"Pegomastax: P.C. Sereno, 2012",,
,"Peishansaurus: B. Bohlin, 1953 [nomen dubium]",,
,"Pelecanimimus: Perez-Moreno, J.L. Sanz, Buscalioni, Moratalla, F. Ortega & Rasskin-Gutman, 1994",,
,"Pellegrinisaurus: L. Salgado, 1996",,
,"Peloroplites: K. Carpenter, J.A. Bartlett, J. Bird & Barrick, 2008",,
,"Pelorosaurus: G. Mantell, 1850",,
,"Peltosaurus: B. Brown vide D. Chure & McIntosh, 1989 (see also Glut, 1972) / E.D. Cope, 1873 → Sauropelta",,
,"Pendraig: S.N.F. Spiekman, M.D. Ezcurra, R.J. Butler, N.C. Fraser & S.C.R. Maidment, 2021",,
,"Penelopognathus: P. Godefroit, Li Hong & Shang C-Y, 2005",,
,"Pentaceratops: H.F. Osborn, 1923",,
,"Perijasaurus: A.F. Rincón, D.A. Raad Pájaro, H.F. Jiménez Velandia, M.D. Ezcurra & J.A. Wilson Mantilla, 2022",,
,"Petrobrasaurus: L.S. Filippi, J.I. Canudo, L. Salgado, A.C. Garrido, R.A. García, I.A. Cerda & A. Otero, 2011",,
,"Phaedrolosaurus: Dong Z-M, 1973",,
,"Philovenator: Xu X, Zhao Q, C. Sullivan, Tan Q-W, P.M. Sander & Ma Q-Y, 2012",,
,"Phuwiangosaurus: V. Martin, E. Buffetaut & V. Suteethorn, 1994",,
,"Phuwiangvenator: A. Samathi, P. Chanthasit & P.M. Sander, 2019",,
,"Phyllodon: Thulborn, 1973",,
,"Piatnitzkysaurus: J.F. Bonaparte, 1979",,
,"Pilmatueia: R.A. Coria, G.J. Windholz, F. Ortega & P.J. Currie, 2018",,
,"Pinacosaurus: Gilmore, 1933",,
,"Pisanosaurus: Casamiquela, 1967",,
,"Pitekunsaurus: L.S. Filippi & A.C. Garrido, 2008",,
,"Piveteausaurus: P. Taquet & Welles, 1977",,
,"Planicoxa: DiCroce & K. Carpenter, 2001",,
,"Plateosauravus: F. von Huene, 1932 [JSS → Euskelosaurus]",,
,"Plateosaurus: von Meyer, 1837",,
,"Platyceratops: V.R. Alifanov, 2003 [PSS → Bagaceratops (adolescent ?)]",,
,"Platypelta: P. Penkalski, 2018",,
,"Plesiohadros: Tsogtbaatar K, D.B. Weishampel, D.C. Evans & M. Watabe, 2014",,
,"Pleurocoelus: O.C. Marsh, 1888",,
,"Pleuropeltus: H.G. Seeley, 1881 [nomen dubium; PSS → Struthiosaurus]",,
,"Pneumatoraptor: Ösi A, S. Apesteguía & Kowalewski, 2010",,
,"Podischion: B. Brown & Kaisen, 1911 vide L. Dingus & M.A. Norell, 2010",,
,"Podokesaurus: Talbot, 1911 [JSS → Coelophysis]",,
,"Poekilopleuron: J.A. Eudes-Deslongchamps, 1838",,
,"Polacanthoides: F. Nopcsa, 1928 [PSS → Hylaeosaurus]",,
,"Polacanthus: R. Owen vide [Anonymous], 1865",,
,"Polyodontosaurus: Gilmore, 1932 [nomen dubium; PSS → Latenivenatrix, Stenonychosaurus, Troödon]",,
,"Polyonax: E.D. Cope, 1874 [JSS → Triceratops]",,
,"Ponerosteus: G. Olshevsky, 2000 [nomen dubium]",,
,"Portellsaurus: A. Santos-Cubedo, C. deSantisteban, B. Poza & S. Meseguer, 2021",,
,"Powellvenator: M.D. Ezcurra, 2017",,
,"Pradhania: T.S. Kutty, S. Chatterjee, P.M. Galton & P. Upchurch, 2007",,
,"Prenocephale: T. Maryanska & H. Osmólska, 1974",,
,"Prenoceratops: Chinnery, 2004",,
,"Priconodon: O.C. Marsh, 1888 [nomen dubium]",,
,"Priodontognathus: H.G. Seeley, 1875 [nomen dubium]",,
,"Proa: A.T. McDonald, E. Espílez, L. Mampel, J.I. Kirkland & L. Alcalá, 2012",,
,"Probactrosaurus: Rozhdestvensky, 1966",,
,"""Probarodiplodocus"": Fuller, 2009 [nomen nudum]",,
,"Probrachylophosaurus: E.A. Freedman Fowler & J.R. Horner, 2015",,
,"Proceratops: Lull, 1906 [JOS → Ceratops]",,
,"Proceratosaurus: F. von Huene, 1926",,
,"Procerosaurus: Fritsch, 1905 / F. von Huene, 1902 → Ponerosteus",,
,"Procheneosaurus: Matthew, 1920 [JSS → Lambeosaurus]",,
,"Procompsognathus: E. Fraas, 1913",,
,"Prodeinodon: H.F. Osborn, 1924 [nomen dubium]",,
,"Proiguanodon: van den Broeck, 1900 [nomen nudum → Iguanodon]",,
,"Propanoplosaurus: R. Stanford, D.B. Weishampel & V.B. Deleon, 2011",,
,"Proplanicoxa: K. Carpenter & Y. Ishida, 2010 [PSS → Mantellisaurus]",,
,"Prosaurolophus: B. Brown, 1916",,
,"Protarchaeopteryx: Ji Q. & Ji S, 1997",,
,"Protiguanodon: H.F. Osborn, 1923 [JSS → Psittacosaurus]",,
,"Protoavis: S. Chatterjee, 1991",,
,"Protoceratops: Granger & Gregory, 1923",,
,"Protognathosaurus: G. Olshevsky, 1991",,
,"Protognathus: Zhang Y-H, 1988 / Basilewsky, 1950 → Protognathosaurus",,
,"Protohadros: Head, 1998",,
,"Protorosaurus: Lambe, 1914 / H. von Meyer, 1830 → Chasmosaurus",,
,"Protrachodon: F. Nopcsa, 1923 [nomen nudum → Orthomerus]",,
,"Proyandusaurus: F. Knoll, 1999",,
,"Pseudolagosuchus: A.B. Arcucci, 1987",,
,"Psittacosaurus: H.F. Osborn, 1923",,
,"Pteropelyx: E.D. Cope, 1889 [nomen dubium]",,
,"Pterospondylus: Jaekel, 1913 [PSS → Procompsognathus]",,
,"Puertasaurus: F.E. Novas, L. Salgado, J.O. Calvo & F.L. Agnolín, 2005",,
,"Pukyongosaurus: Dong Z-M, Paik & H.J. Kim, 2001",,
,"Pulanesaura: B.W. McPhee, M.F. Bonnan, A.M. Yates, J. Neveling & J.N. Choiniere, 2015",,
,"Punatitan: E.M. Hechenleitner, L. Leuzinger, A.G. Martinelli, S. Rocher, L.E. Fiorelli, J.R.A. Taborda & L. Salgado, 2020",,
,"Pycnonemosaurus: A.W.A. Kellner & D.A. Campos, 2002",,
,"Pyroraptor: R. Allain & P. Taquet, 2000",,
,,,
,"Qantassaurus: T. Rich & Vickers-Rich, 1999",,
,"Qianzhousaurus: Lü J-C, Yi L, S.L. Brusatte, Yang L, Li Hua & Chen L, 2014",,
,"Qiaowanlong: You H-L & Li D-Q, 2009",,
,"Qijianglong: Xing L, T. Miyashita, Zhang J-P, Li D-Q, Ye Y, T. Sekiya, Wang F-P & P.J. Currie, 2015",,
,"Qingxiusaurus: Mo, Huang C, Zhao Z, Wang W. & Xu X, 2008",,
,"Qinlingosaurus: Xue, Zhang Y-X, Bi, Yue & Chen D, 1996",,
,"Qiupalong: Xu L, Y. Kobayashi, Lü J-C, Lee Y-N, Liu Y-Q, Tanaka, Zhang X-L, Jia S. & Zhang J-M, 2011",,
,"Qiupanykus: Lü J-C, Xu L, Chang H-L, Jia S-H, Zhang J-M, Gao D-S, Zhang Y-Y, Zhang C-J & Ding F , 2018",,
,"Quaesitosaurus: A. Bannikov & S.M. Kurzanov vide S.M. Kurzanov & A. Bannikov, 1983",,
,"Quetecsaurus: B.J. González-Riga (as González Riga) & L. Ortiz David, 2014",,
,"Quilmesaurus: R.A. Coria, 2001",,
,,,
,"Rahiolisaurus: F.E. Novas, S. Chatterjee, D.K. Rudra & P.M. Datta, 2010",,
,"Rahona (name also refers to a moth): C.A. Forster, S.D. Sampson, L.M. Chiappe & D.W. Krause, 1998 / Griveaud, 1975 → Rahonavis",,
,"Rahonavis: C.A. Forster, S.D. Sampson, L.M. Chiappe & D.W. Krause, 1998",,
,"Rajasaurus: J.A. Wilson, P.C. Sereno, S. Srivastava, D.K. Bhatt, A. Khosla & A. Sahni, 2003",,
,"Rapator: F. von Huene, 1932 [nomen dubium]",,
,"Rapetosaurus: K.C. Rogers & C.A. Forster, 2001",,
,"Raptorex: P.C. Sereno, Tan L, S.L. Brusatte, H.J. Kriegstein, Zhao X. & K. Cloward, 2009",,
,"Ratchasimasaurus: M. Shibata, P. Jintasakul & Y. Azuma, 2011",,
,"Rativates: B. McFeeters, M.J. Ryan, C. Schröder-Adams & T.M. Cullen, 2016",,
,"Rayososaurus: J.F. Bonaparte, 1996",,
,"Rebbachisaurus: Lavocat, 1954",,
,"Regaliceratops: C.M. Brown & D.M. Henderson, 2015",,
,"Regnosaurus: G. Mantell, 1848",,
,"Revueltoraptor: A.P. Hunt, 1994 vide S.J. Nesbitt, R.B. Irmis & Parker, 2007 [nomen ex dissertatione → Gojirasaurus]",,
,"Rhabdodon: Matheron, 1869",,
,"Rhadinosaurus: H.G. Seeley, 1881 [nomen dubium]",,
,"Rhinorex: T.A. Gates & R. Scheetz, 2014",,
,"Rhodanosaurus: F. Nopcsa, 1929 [JSS → Struthiosaurus]",,
,"Rhoetosaurus: Longman, 1926",,
,"Rhomaleopakhus: P. Upchurch, P.D. Mannion, Xing Xu & P.M. Barrett, 2021",,
,"Riabininohadros: R.E. Ulansky, 2015 vide A.V. Lopatin & A.O. Averianov, 2020",,
,"Ricardoestesia: P.J. Currie, K.J. Rigby & R.E. Sloan, 1990",,
,"Rileya: F. von Huene, 1902 / W.H. Ashmead, 1888 → Rileyasuchus [nomen dubium]",,
,"Rileyasuchus: Kuhn, 1961 [nomen dubium]",,
,"Rinchenia: R. Barsbold, 1997 vide H. Osmólska, P.J. Currie & R. Barsbold, 2004",,
,"Rinconsaurus: J.O. Calvo & B.J. González-Riga (as González Riga), 2003",,
,"Rioarribasaurus: A.P. Hunt & S.G. Lucas, 1991 [nomen rejectum → Coelophysis]",,
,"Riojasaurus: J.F. Bonaparte, 1969",,
,"Riparovenator: C.T. Barker, D.W.E. Hone, D. Naish, A. Cau, J.A.F. Lockwood, B. Foster, C.E. Clarkin, P. Schneider & N.J. Gostling, 2021",,
,"Rocasaurus: L. Salgado & C. Azpilicueta, 2000",,
,"Roccosaurus: van Heerden vide Anderson & Cruickshank, 1978 [nomen nudum → Melanorosaurus]",,
,"Rubeosaurus: A.T. McDonald & J.R. Horner, 2010 [PSS → Styracosaurus]",,
,"Ruehleia: P.M. Galton, 2001",,
,"Rugocaudia: D.C. Woodruff, 2012",,
,"Rugops: P.C. Sereno, J.A. Wilson & Conrad, 2004",,
,"Ruixinia: Mo J, Ma F, Yu Y & Xu X, 2022",,
,"Rukwatitan: E. Gorscak, P.M. O'Connor, N.J. Stevens & E.M. Roberts, 2014",,
,"Rutellum: E. Lhuyd, 1699 [nomen oblitum; pre-Linnaean name: cf. Delair & Sarjeant, 2002]",,
,"Ruyangosaurus: Lü J-C, Xu L, Jia S, Zhang X-L, Zhang J-M, Yang L, You H-L & Ji Q, 2009",,
,,,
,"Sacisaurus: Ferigolo & M.C. Langer, 2006",,
,"Sahaliyania: P. Godefroit, Hai, Yu T. & Lauters, 2008",,
,"Saichania: T. Maryanska, 1977",,
,"Saldamosaurus: R.E. Ulansky, 2014",,
,"""Salimosaurus"": G. Maier, 2003 [nomen nudum → Giraffatitan]",,
,"Saltasaurus: J.F. Bonaparte & J.E. Powell, 1980",,
,"Saltillomimus: M.C. Aguillón Martínez, 2014 [nomen ex dissertatione, 2010]",,
,"Saltopus: F. von Huene, 1910",,
,"""Saltriosaurus"": C. Dal Sasso, 2000 [nomen nudum → Saltriovenator]",,
,"Saltriovenator: C. Dal Sasso, S. Maganuco & A. Cau, 2018",,
,"""Sanchusaurus"": Hisa, 1985 [nomen nudum → Gallimimus]",,
,"Sangonghesaurus: Zhao X, 1983 [nomen nudum → Tianchisaurus]",,
,"Sanjuansaurus: O.A. Alcober & R.N. Martínez, 2010",,
,"Sanpasaurus: Yang Z.J. (as Young C.C.), 1944 [nomen dubium]",,
,"Santanaraptor: A.W.A. Kellner, 1999",,
,"Sanxiasaurus: Li N, Dai H, Tan C, Hu X-F, Wei Z-Y, Lin Y, Wei G-B, Li D-L, Meng L, Hao B-Q, You H-L & Peng G-Z, 2019",,
,"Sarahsaurus: T.B. Rowe, H-D Sues & R.R. Reisz, 2010",,
,"Saraikimasoom: M.S. Malkani, 2014",,
,"Sarcolestes: R. Lydekker, 1893",,
,"Sarcosaurus: Andrews, 1921",,
